
1,-0.297588,-0.007,0.279737,490.077
1,-1.04752,-0.007,0.120508,490.07
1,-0.494923,-0.007,0.146111,487.722
1,-0.397063,-0.007,0.430112,490.296
1,-0.683157,-0.007,0.627528,490.99
1,-0.780836,-0.007,1.02761,489.099
1,-0.375979,-0.007,1.06793,488.476
1,-0.996275,-0.007,1.32149,489.656
1,-0.337625,-0.007,-1.0363,491.151
1,-0.440573,-0.007,0.464866,488.543
1,-0.882421,-0.007,-0.938102,488.558
1,-0.313081,-0.007,0.940779,489.11
1,-0.682245,-0.007,0.229501,489.442
1,-1.09084,-0.007,-0.713679,486.714
1,-0.608962,-0.007,-0.771795,490.208
1,-0.269582,-0.007,-0.504272,487.543
1,0.244811,-0.007,0.0312078,488.042
1,-0.14597,-0.007,-0.573021,490.263
1,0.719867,-0.007,0.202818,478.696
1,-1.0686,-0.007,-0.483211,490.297
1,0.473965,-0.007,0.109201,270.978
1,-0.829394,-0.007,-0.476154,489.187
1,0.91705,-0.007,0.387607,485.36
1,-0.0221884,-0.007,1.05961,485.629
1,-1.19284,-0.007,-0.375706,486.498
1,-0.750849,-0.007,-0.447441,489.809
1,0.419959,-0.007,0.767766,485.848
1,1.11636,-0.007,0.764316,486.524
1,1.19889,-0.007,0.90826,489.216
1,0.898357,-0.007,1.05146,483.752
1,1.02614,-0.007,0.641083,485.685
1,0.722244,-0.007,0.746054,475.229
1,0.629001,-0.007,0.730539,490.154
1,0.0420368,-0.007,0.801998,488.238
1,-0.621402,-0.007,0.237745,488.693
1,-0.226115,-0.007,0.782895,481.984
1,-0.890476,-0.007,-0.209059,488.933
1,0.925085,-0.007,-1.201,489.538
1,-0.225244,-0.007,0.342965,488.367
1,-0.85705,-0.007,0.203114,488.374
1,0.567874,-0.007,-1.01493,490.849
1,0.46159,-0.007,-1.16092,482.614
1,-0.611055,-0.007,0.458958,489.612
1,0.882675,-0.007,0.923477,482.516
1,1.16504,-0.007,-1.0877,487.117
1,-0.254279,-0.007,0.3713,486.66
1,0.381393,-0.007,-1.11838,452.23
1,0.416361,-0.007,-1.01315,489.584
1,0.036644,-0.007,-0.958005,488.821
1,-0.344351,-0.007,0.294194,490.212
1,-0.478837,-0.007,0.145522,490.155
1,-0.966867,-0.007,0.0413117,490.211
1,-1.00463,-0.007,0.87742,487.134
1,-0.0659011,-0.007,0.76789,486.194
1,0.309625,-0.007,-0.899828,476.978
1,0.444601,-0.007,0.535785,469.219
1,0.974977,-0.007,-0.831726,488.708
1,1.33363,-0.007,0.711146,489.118
1,-0.0463888,-0.007,-0.151101,490.001
1,-0.976414,-0.007,-1.26502,491.576
1,0.698913,-0.007,0.211072,486.774
1,-0.135954,-0.007,-1.03404,488.59
1,-0.496628,-0.007,0.545281,488.031
1,1.19117,-0.007,1.16433,483.465
1,-0.0768838,-0.007,-1.08941,488.903
1,0.188961,-0.007,-0.658473,488.408
1,-1.16467,-0.007,0.31932,489.012
1,-1.14246,-0.007,-1.24432,486.522
1,0.280066,-0.007,0.243206,480.171
1,-0.552651,-0.007,0.17988,488.481
1,0.745268,-0.007,1.10666,418.7
1,-0.0232083,-0.007,0.91702,491.294
1,-1.03554,-0.007,0.371351,488.361
1,-0.447053,-0.007,0.741067,488.194
1,-0.917753,-0.007,0.0764874,482.43
1,-1.04963,-0.007,0.126343,491.224
1,-0.210672,-0.007,0.45313,488.996
1,0.25639,-0.007,-0.78431,489.838
1,-1.06912,-0.007,0.880935,488.234
1,0.555977,-0.007,-0.452207,485.68
1,0.323446,-0.007,0.926498,486.698
1,-0.0257924,-0.007,1.15518,483.071
1,1.06122,-0.007,1.09356,486.89
1,-0.19754,-0.007,1.20305,489.45
1,-1.13426,-0.007,0.0424402,483.665
1,1.06597,-0.007,0.912636,487.865
1,-0.306984,-0.007,0.135874,489.123
1,1.0604,-0.007,-1.04034,490.754
1,0.127944,-0.007,-0.379852,484.337
1,-0.610048,-0.007,0.534866,489.403
1,0.0360443,-0.007,0.668807,488.149
1,-0.905624,-0.007,-0.555636,489.281
1,-0.383425,-0.007,0.0467708,480.641
1,0.829341,-0.007,-1.04013,479.188
1,-1.09352,-0.007,0.297866,486.582
1,0.342905,-0.007,0.264806,489.111
1,0.175036,-0.007,0.296214,486.605
1,-0.408047,-0.007,-0.904853,430.76
1,0.180147,-0.007,-1.00692,489.193
1,-0.926872,-0.007,-1.05444,487.085
1,0.673223,-0.007,0.766077,491.085
1,-0.912728,-0.007,0.951922,487.442
1,0.789347,-0.007,-1.13312,483.59
1,-0.14789,-0.007,0.92157,487.79
1,0.891263,-0.007,-0.206222,480.307
1,-0.835005,-0.007,-1.25357,492.126
1,-0.0564961,-0.007,-0.799849,489.698
1,-0.717701,-0.007,0.165052,488.826
1,-1.0285,-0.007,-0.203765,486.669
1,0.640133,-0.007,-0.617333,485.754
1,1.10119,-0.007,0.613421,486.061
1,-0.665078,-0.007,-0.628584,485.476
1,0.766093,-0.007,1.22555,487.567
1,-0.0325425,-0.007,1.06763,487.855
1,-0.292076,-0.007,-0.926993,475.049
1,1.00756,-0.007,-0.396103,476.075
1,-0.0244994,-0.007,0.209722,489.545
1,0.735074,-0.007,-0.630304,486.564
1,0.896801,-0.007,1.20302,487.435
1,1.11845,-0.007,0.150271,486.471
1,0.561582,-0.007,-0.579465,491.402
1,0.865652,-0.007,-0.44927,489.415
1,-0.417321,-0.007,0.421421,490.43
1,-0.400524,-0.007,-1.15716,486.636
1,0.0481629,-0.007,1.05253,486.783
1,-0.823987,-0.007,0.478199,488.056
1,-0.15813,-0.007,-1.0767,488.082
1,-0.130258,-0.007,0.559182,490.508
1,-0.426633,-0.007,-0.253479,489.994
1,-0.0545162,-0.007,0.138663,488.274
1,1.20833,-0.007,0.793461,489.508
1,-0.762305,-0.007,0.119135,487.861
1,0.296879,-0.007,0.329814,489.641
1,1.02909,-0.007,0.766576,488.919
1,-0.143863,-0.007,-0.931295,491.417
1,0.30392,-0.007,1.03034,490.556
1,1.06769,-0.007,0.423712,486.987
1,-0.0765029,-0.007,0.181378,477.937
1,-0.000403704,-0.007,0.816985,487.976
1,-0.322153,-0.007,-1.01243,487.704
1,1.05876,-0.007,0.208438,484.31
1,0.732637,-0.007,-0.773684,489.636
1,1.00376,-0.007,-0.000457048,488.738
1,0.661227,-0.007,-0.732013,483.884
1,-0.653208,-0.007,0.842476,485.205
1,0.620451,-0.007,-0.558172,468.872
1,-0.375452,-0.007,-1.23646,485.868
1,0.427707,-0.007,0.192604,488.3
1,0.93711,-0.007,-0.359836,487.628
1,0.183552,-0.007,-0.688539,487.711
1,0.186358,-0.007,0.255586,484.859
1,0.70639,-0.007,-0.751425,488.548
1,0.50621,-0.007,-1.19313,489.377
1,-0.422469,-0.007,-0.0901898,489.132
1,0.810181,-0.007,-1.04395,484.479
1,-0.32229,-0.007,0.800833,489.636
1,-0.964608,-0.007,-0.484293,489.624
1,0.777501,-0.007,-1.17601,487.999
1,-0.410084,-0.007,-0.622753,489.99
1,-0.84712,-0.007,0.211016,490.698
1,-0.406743,-0.007,0.437569,482.654
1,-0.302681,-0.007,1.15793,491.156
1,0.472847,-0.007,-0.52493,488.533
1,1.01597,-0.007,0.966922,487.681
1,-0.89485,-0.007,1.07499,488.611
1,-0.290105,-0.007,-1.02376,487.961
1,0.24729,-0.007,0.211774,487.944
1,-0.448256,-0.007,-0.67274,488.572
1,-0.264346,-0.007,-0.368409,490.364
1,-0.650731,-0.007,1.07421,491.099
1,0.0255001,-0.007,-0.284051,486.833
1,-0.893209,-0.007,-1.01508,489.111
1,-0.0509496,-0.007,-1.10868,481.378
1,1.0527,-0.007,0.903075,483.992
1,-0.311318,-0.007,0.189693,484.943
1,-0.791185,-0.007,-0.601834,485.059
1,-0.831461,-0.007,0.245183,482.174
1,0.810307,-0.007,-0.267525,486.751
1,0.932134,-0.007,0.288954,485.97
1,1.0975,-0.007,1.2651,486.483
1,-1.12985,-0.007,0.99945,481.439
1,0.573963,-0.007,0.612169,487.637
1,1.12672,-0.007,-0.962238,487.602
1,0.831294,-0.007,1.22696,490.12
1,-0.418015,-0.007,-0.0973015,488.717
1,-0.0350395,-0.007,1.11805,489.165
1,-0.21402,-0.007,-0.150327,488.623
1,-0.267285,-0.007,-1.0558,486.993
1,0.0656741,-0.007,0.623636,485.465
1,0.579897,-0.007,0.68485,488.294
1,-0.318718,-0.007,0.0512221,487.333
1,-0.0422226,-0.007,0.270025,487.482
1,-0.977737,-0.007,0.246283,484.93
1,0.992958,-0.007,-1.25858,487.653
1,-0.742256,-0.007,0.634105,482.921
1,0.536987,-0.007,0.800565,487.566
1,-0.452445,-0.007,0.946805,479.374
1,0.555929,-0.007,0.586107,489.88
1,0.118611,-0.007,-0.999609,485.44
1,0.715217,-0.007,0.647759,481.485
1,0.310286,-0.007,-0.305373,370.713
1,-0.274781,-0.007,0.344317,490.642
1,-0.751982,-0.007,-0.343455,485.933
1,-0.960323,-0.007,0.351495,483.427
1,-0.984011,-0.007,-1.24831,483.632
1,0.0600054,-0.007,0.374239,488.101
1,0.471736,-0.007,-0.78596,485.11
1,-0.284977,-0.007,-1.2022,489.943
1,1.15751,-0.007,-0.854892,481.44
1,0.466188,-0.007,1.22978,488.212
1,-1.10318,-0.007,-0.943064,486.231
1,-0.151958,-0.007,0.567875,440.332
1,0.524596,-0.007,-0.174997,488.269
1,0.435377,-0.007,-0.762966,489.572
1,-1.14731,-0.007,0.332056,487.677
1,-1.08406,-0.007,-1.05482,488.73
1,-0.684075,-0.007,-0.749151,488.21
1,0.0785954,-0.007,0.399472,488.773
1,-1.31745,-0.007,-0.305282,492.322
1,0.661259,-0.007,0.584742,489.888
1,0.154421,-0.007,0.507737,489.799
1,0.622666,-0.007,0.560178,482.272
1,0.547236,-0.007,0.980883,483.767
1,0.457493,-0.007,0.974025,487.591
1,0.123089,-0.007,0.74292,481.689
1,-0.71509,-0.007,0.534763,488.912
1,0.927477,-0.007,-0.164247,480.053
1,-0.792785,-0.007,1.18735,489.896
1,-0.0438927,-0.007,-0.128409,490.093
1,0.0790612,-0.007,-0.327652,483.687
1,0.450767,-0.007,-1.19916,487.049
1,1.11087,-0.007,0.71773,444.072
1,-0.00555303,-0.007,0.961108,489.086
1,0.140882,-0.007,1.02062,487.306
1,-0.989112,-0.007,0.767312,488.946
1,-1.18852,-0.007,-1.20552,489.318
1,1.03216,-0.007,1.2383,489.114
1,-0.0721158,-0.007,-0.135201,488.156
1,-0.668346,-0.007,-0.238853,489.58
1,-1.29101,-0.007,0.325518,489.612
1,-0.808426,-0.007,-0.896128,491.469
1,0.768504,-0.007,-0.605904,489.678
1,0.0491245,-0.007,-0.293596,480.874
1,1.10718,-0.007,-0.694227,486.995
1,-0.79181,-0.007,0.640872,484.235
1,-0.845407,-0.007,0.410863,480.566
1,-1.02786,-0.007,0.961767,485.714
1,0.470402,-0.007,0.221425,490.103
1,-0.109055,-0.007,-0.539749,486.497
1,0.0644413,-0.007,-0.625128,486.941
1,-0.693811,-0.007,-0.499325,488.079
